split,date,pc1,pc2,pc3,pca_regime,z1,z2,z3,ae_regime
train,1988-10-09,8.526723,18.782866,-5.3301497,0,-2.8103175,-12.399841,-6.28188,2
train,1988-10-16,8.836356,18.84766,-5.364752,0,-2.8510482,-12.582297,-6.4428377,2
train,1988-10-23,9.079187,18.914082,-5.3312182,0,-2.8667233,-12.543387,-6.5771894,2
train,1988-10-30,9.3206835,18.990177,-5.2892175,0,-2.9516163,-12.62903,-6.7040634,2
train,1988-11-06,9.555618,19.05663,-5.265268,0,-2.9654844,-12.657026,-6.506122,2
train,1988-11-13,9.748152,19.18253,-5.1435905,0,-3.0570264,-12.668507,-6.844703,2
train,1988-11-20,10.068845,19.265038,-5.145882,0,-2.9834104,-12.7180805,-6.848605,2
train,1988-11-27,10.350292,19.377018,-5.114637,0,-2.7062292,-12.964979,-6.8243117,2
train,1988-12-04,10.661424,19.529121,-5.0363784,0,-2.8513184,-13.074546,-7.037633,2
train,1988-12-11,10.949742,19.6876,-4.9372983,0,-3.0483937,-13.129343,-7.2371655,2
train,1988-12-18,11.291214,19.801245,-4.953299,0,-2.92073,-13.340644,-7.1346703,2
train,1988-12-25,11.613172,19.922394,-4.972031,0,-2.9282901,-13.398066,-7.4165773,2
train,1989-01-01,11.859986,20.115648,-4.9302497,0,-2.9448855,-13.519209,-7.4711714,2
train,1989-01-08,12.252191,20.16666,-4.8924317,0,-2.938954,-13.629005,-7.4452133,2
train,1989-01-15,12.622163,20.21891,-4.8991227,0,-3.0263321,-13.619253,-7.6770334,2
train,1989-01-22,13.026257,20.226673,-4.914136,0,-3.0717914,-13.763266,-7.7308908,2
train,1989-01-29,13.40021,20.237732,-4.9136744,0,-3.1154156,-13.698042,-7.7188683,2
train,1989-02-05,13.758216,20.278286,-4.9320383,0,-3.1823344,-13.799401,-7.8297253,2
train,1989-02-12,14.180153,20.269588,-4.940619,0,-3.174603,-13.6801405,-7.800123,2
train,1989-02-19,14.579564,20.245462,-4.9910026,0,-3.0120273,-14.053303,-7.941443,2
train,1989-02-26,14.96784,20.243683,-5.0048103,0,-3.1903875,-14.009979,-8.119872,2
train,1989-03-05,15.406913,20.245628,-5.0766273,0,-3.1862872,-14.1240425,-8.23253,2
train,1989-03-12,15.8207445,20.28086,-5.1014066,0,-3.3326273,-13.997001,-8.31474,2
train,1989-03-19,16.24723,20.318604,-5.1311784,0,-3.3785744,-14.266855,-8.522842,2
train,1989-03-26,16.674458,20.372684,-5.174422,0,-3.582069,-14.22816,-8.531724,2
train,1989-04-02,17.101234,20.427906,-5.202981,0,-3.4949586,-14.470027,-8.699768,2
train,1989-04-09,17.4739,20.463821,-5.230023,0,-3.638237,-14.302796,-8.705235,2
train,1989-04-16,17.773542,20.496956,-5.180963,0,-3.700006,-14.358563,-8.864109,2
train,1989-04-23,18.059528,20.53376,-5.1057496,0,-3.6913512,-14.339329,-8.924749,2
train,1989-04-30,18.333511,20.560368,-5.0718236,0,-3.7590115,-14.272731,-9.083952,2
train,1989-05-07,18.57859,20.571712,-4.9739847,0,-3.8425665,-14.135229,-9.013883,2
train,1989-05-14,18.828365,20.50227,-4.891788,0,-3.8417876,-14.325727,-9.190066,2
train,1989-05-21,19.015488,20.407343,-4.837601,0,-3.692862,-14.050689,-9.062057,2
train,1989-05-28,19.160172,20.323652,-4.728585,0,-3.7757254,-14.104835,-9.209835,2
train,1989-06-04,19.282177,20.236227,-4.6633596,0,-3.8369374,-14.087208,-9.099407,2
train,1989-06-11,19.389744,20.132217,-4.5733247,0,-3.7673674,-13.834401,-9.095416,2
train,1989-06-18,19.447882,20.035378,-4.4853683,0,-3.7897758,-13.734109,-9.005575,2
train,1989-06-25,19.511566,19.94298,-4.387371,0,-3.6353693,-13.676512,-9.143893,2
train,1989-07-02,19.60931,19.803246,-4.2238226,0,-3.6188223,-13.633166,-9.185138,2
train,1989-07-09,19.535225,19.74411,-4.222915,0,-3.704885,-13.572624,-9.199791,2
train,1989-07-16,19.467155,19.639856,-4.23155,0,-3.6235216,-13.523365,-9.053575,2
train,1989-07-23,19.404877,19.544632,-4.230189,0,-3.679932,-13.522964,-9.015545,2
train,1989-07-30,19.313824,19.439867,-4.260448,0,-3.5050015,-13.214218,-8.902461,2
train,1989-08-06,19.212446,19.35236,-4.2316737,0,-3.6740978,-13.214571,-8.845165,2
train,1989-08-13,19.162088,19.20399,-4.208548,0,-3.8437932,-13.27736,-8.981213,2
train,1989-08-20,19.061916,19.062136,-4.1124115,0,-3.6057622,-12.94597,-8.648937,2
train,1989-08-27,18.96497,18.868088,-4.024347,0,-3.6769078,-13.054756,-8.809646,2
train,1989-09-03,18.869102,18.681938,-3.9470778,0,-3.8341482,-12.764783,-8.78354,2
train,1989-09-10,18.739037,18.49792,-3.8583775,0,-3.6736002,-12.4237795,-8.549231,2
train,1989-09-17,18.517937,18.28043,-3.7688613,0,-3.5776398,-12.469626,-8.4727335,2
train,1989-09-24,18.303387,18.053936,-3.6730509,0,-3.562505,-12.328907,-8.32143,2
train,1989-10-01,18.086351,17.86168,-3.55649,0,-3.4619825,-12.165131,-8.19564,2
train,1989-10-08,17.90937,17.632055,-3.4512758,0,-3.396739,-12.190015,-8.314394,2
train,1989-10-15,17.715145,17.469776,-3.2140832,0,-3.3235736,-11.835155,-8.064792,2
train,1989-10-22,17.539429,17.266739,-3.0768356,0,-3.4364061,-11.961346,-8.002536,2
train,1989-10-29,17.369318,17.076859,-2.9091935,0,-3.208487,-11.898631,-7.984906,2
train,1989-11-05,17.241377,16.865614,-2.793869,0,-3.2510142,-11.794052,-8.111285,2
train,1989-11-12,17.158333,16.677773,-2.6983764,0,-3.0582106,-11.609472,-7.8832965,2
train,1989-11-19,16.998634,16.523712,-2.537035,0,-3.138568,-11.630712,-7.8668466,2
train,1989-11-26,16.831173,16.352434,-2.3993888,0,-3.0026867,-11.413002,-7.764902,2
train,1989-12-03,16.690304,16.18251,-2.258566,0,-2.908795,-11.501709,-7.866884,2
train,1989-12-10,16.601376,16.001013,-2.1439734,0,-2.8142092,-11.222523,-7.81638,2
train,1989-12-17,16.51167,15.806881,-1.9953899,0,-2.5901585,-11.115806,-7.8370996,2
train,1989-12-24,16.425724,15.6448765,-1.8306187,0,-2.3561687,-11.038904,-7.9560046,2
train,1989-12-31,16.376724,15.472462,-1.668255,0,-2.59599,-11.107491,-8.127381,2
train,1990-01-07,16.30762,15.349807,-1.420931,0,-2.4253442,-10.79895,-7.858428,2
train,1990-01-14,16.186853,15.271673,-1.1632407,0,-2.2156312,-10.828882,-7.920698,2
train,1990-01-21,16.117363,15.235633,-0.8449576,0,-2.1815865,-11.004191,-8.049136,2
train,1990-01-28,16.053816,15.282094,-0.492467,0,-2.0151086,-10.626329,-7.9722214,2
train,1990-02-04,15.956389,15.311081,-0.104537606,0,-1.8662528,-10.946103,-8.047121,2
train,1990-02-11,15.878478,15.319535,0.16577035,0,-1.5648892,-10.587378,-8.020522,2
train,1990-02-18,15.797315,15.334616,0.45287767,0,-1.5701306,-10.718036,-8.018632,2
train,1990-02-25,15.710742,15.392077,0.7545061,0,-1.4197775,-10.756794,-8.265471,2
train,1990-03-04,15.628703,15.4483,1.0401818,0,-1.2960706,-10.923121,-8.149179,2
train,1990-03-11,15.569027,15.496825,1.3282636,0,-1.0908201,-10.759239,-8.190882,2
train,1990-03-18,15.607062,15.554727,1.6237867,0,-1.1967009,-10.97258,-8.425002,2
train,1990-03-25,15.614942,15.624171,1.9408815,0,-1.030411,-10.916544,-8.469103,2
train,1990-04-01,15.615094,15.69452,2.2189984,0,-0.9908587,-11.008159,-8.585576,2
train,1990-04-08,15.586565,15.790763,2.4998531,0,-0.7609763,-10.8196945,-8.432072,2
train,1990-04-15,15.6587105,15.778459,2.6606128,0,-0.771279,-11.059321,-8.718538,2
train,1990-04-22,15.685536,15.87374,2.9152083,0,-0.63174665,-11.008196,-8.836348,2
train,1990-04-29,15.7382345,15.966171,3.1361632,0,-0.57715285,-11.219385,-9.030834,2
train,1990-05-06,15.733735,16.06008,3.397714,0,-0.43087238,-11.294423,-8.966288,2
train,1990-05-13,15.733094,16.13446,3.6816564,0,-0.30896196,-11.269947,-9.090301,2
train,1990-05-20,15.779098,16.18115,3.9149704,0,-0.30315226,-11.244578,-9.033154,2
train,1990-05-27,15.83217,16.235348,4.1486917,0,-0.18495652,-11.41315,-9.233612,2
train,1990-06-03,15.863116,16.331589,4.3783727,0,-0.21637112,-11.383324,-8.89635,2
train,1990-06-10,15.884105,16.389244,4.6081343,0,-0.087965086,-11.450881,-9.047934,2
train,1990-06-17,15.947232,16.44358,4.8276277,0,-0.2222326,-11.473482,-9.034481,2
train,1990-06-24,16.012562,16.495106,5.039019,0,-0.10904631,-11.662589,-9.1460705,2
train,1990-07-01,16.04363,16.55244,5.256819,0,0.034801375,-11.655759,-9.337143,2
train,1990-07-08,16.134226,16.5752,5.4536567,0,0.11208536,-11.543123,-9.348633,2
train,1990-07-15,16.230274,16.612568,5.6844535,0,0.14900573,-11.740088,-9.425495,2
train,1990-07-22,16.279697,16.601347,5.834724,0,0.17082839,-11.757192,-9.483907,2
train,1990-07-29,16.327513,16.541817,5.971198,0,0.36361277,-11.99247,-9.564288,2
train,1990-08-05,16.317554,16.532951,6.1166053,0,0.44107547,-12.047438,-9.4671,2
train,1990-08-12,16.283699,16.593388,6.310729,0,0.51806945,-11.991379,-9.545614,2
train,1990-08-19,16.23217,16.75177,6.5350423,0,0.6252078,-11.967846,-9.494377,2
train,1990-08-26,16.18795,16.917484,6.760778,0,0.75038826,-12.338556,-9.53479,2
train,1990-09-02,16.121973,17.065025,7.0069737,0,0.9499972,-12.174575,-9.57874,2
train,1990-09-09,16.055288,17.232021,7.157223,0,1.0265629,-12.379787,-9.538731,2
train,1990-09-16,15.925637,17.431564,7.2746015,0,0.9944266,-12.565926,-9.451079,2
train,1990-09-23,15.817082,17.633556,7.3737044,0,1.2467606,-12.926978,-9.688702,2
train,1990-09-30,15.654798,17.859997,7.5406666,0,1.1238046,-13.03325,-9.633542,2
train,1990-10-07,15.526864,18.103436,7.657971,0,1.3708901,-13.179933,-9.72096,2
train,1990-10-14,15.351122,18.378218,7.7955117,0,0.9765307,-13.205442,-9.602668,2
train,1990-10-21,15.207713,18.621197,7.947045,0,1.7034613,-13.080974,-9.677686,2
train,1990-10-28,15.016625,18.842257,8.106641,0,1.6875473,-13.483099,-9.6543,2
train,1990-11-04,14.85939,19.078842,8.232469,0,1.787662,-13.668186,-9.789602,2
train,1990-11-11,14.688726,19.356052,8.386585,0,1.958162,-13.862275,-9.755752,2
train,1990-11-18,14.508938,19.645042,8.545902,0,2.1280086,-14.008844,-9.866049,2
train,1990-11-25,14.352906,19.935692,8.675121,0,2.173109,-14.219855,-9.751518,2
train,1990-12-02,14.158345,20.278242,8.854514,0,2.1212373,-14.539846,-9.846516,2
train,1990-12-09,13.989673,20.573133,8.992853,0,2.2512908,-14.48682,-9.725059,2
train,1990-12-16,13.78657,20.875816,9.085062,0,2.5617568,-14.644494,-9.853839,2
train,1990-12-23,13.573712,21.1573,9.17516,0,2.6092162,-14.799772,-9.688857,2
train,1990-12-30,13.356896,21.465908,9.284576,0,2.767982,-15.258949,-9.699447,2
train,1991-01-06,13.098832,21.817066,9.400011,0,2.8102527,-15.296949,-9.577535,2
train,1991-01-13,12.8108835,22.182655,9.580027,0,2.7853549,-15.645164,-9.636081,2
train,1991-01-20,12.486638,22.52965,9.702171,0,2.860981,-15.856507,-9.610838,2
train,1991-01-27,12.216967,22.814999,9.774483,0,3.3604918,-15.668084,-9.398443,2
train,1991-02-03,11.973257,23.054888,9.776137,0,3.4429147,-16.053238,-9.634848,2
train,1991-02-10,11.72721,23.19498,9.822601,0,3.4346652,-16.14885,-9.402678,2
train,1991-02-17,11.475936,23.225159,9.837451,0,3.5673277,-16.329222,-9.165891,2
train,1991-02-24,11.259302,23.176407,9.792427,0,3.5655067,-16.336306,-9.17086,2
train,1991-03-03,11.05268,23.182674,9.72432,0,3.7260206,-16.235357,-8.9749155,2
train,1991-03-10,10.809106,23.189438,9.767694,0,3.6094806,-16.232187,-8.904262,2
train,1991-03-17,10.549069,23.139462,9.830089,0,3.822593,-16.616302,-8.914018,2
train,1991-03-24,10.3040695,23.060925,9.841246,0,3.9177725,-16.451427,-8.635116,2
train,1991-03-31,10.094792,22.945251,9.822851,0,3.971365,-16.96033,-8.507959,2
train,1991-04-07,9.859941,22.83669,9.850799,0,3.987195,-16.26311,-8.414404,2
train,1991-04-14,9.652285,22.641003,9.820892,0,4.0953608,-16.820215,-8.128236,2
train,1991-04-21,9.444479,22.440323,9.711679,0,3.9688919,-16.645964,-8.027012,2
train,1991-04-28,9.25237,22.244514,9.597598,0,3.9171906,-16.751844,-7.7718363,2
train,1991-05-05,9.033837,22.075626,9.495682,0,4.107388,-16.663836,-7.7859263,2
train,1991-05-12,8.84249,21.919546,9.360073,0,3.9358666,-16.88065,-7.5767355,2
train,1991-05-19,8.658174,21.752419,9.222858,0,3.882554,-16.794353,-7.5660157,2
train,1991-05-26,8.443091,21.583076,9.063906,0,4.086908,-16.69999,-7.127399,2
train,1991-06-02,8.232281,21.421864,8.924165,0,3.943726,-16.93595,-7.129061,2
train,1991-06-09,8.043255,21.276928,8.76447,0,4.0585155,-16.638752,-7.076282,2
train,1991-06-16,7.874233,21.111061,8.623449,0,3.9916368,-17.08554,-6.7098274,2
train,1991-06-23,7.7099433,20.95905,8.476967,0,4.033856,-16.83614,-6.778728,2
train,1991-06-30,7.5463443,20.769012,8.352337,0,4.048506,-17.133005,-6.6566195,2
train,1991-07-07,7.4222608,20.548487,8.196368,0,4.0607157,-16.818323,-6.415041,2
train,1991-07-14,7.3709836,20.233479,7.9529862,0,3.997967,-17.07619,-6.4764395,2
train,1991-07-21,7.3768916,19.942013,7.7261863,0,3.9684582,-16.693037,-6.401779,2
train,1991-07-28,7.3370576,19.695126,7.564421,0,3.9106016,-16.90661,-6.1255403,2
train,1991-08-04,7.297959,19.477463,7.421402,0,3.6164153,-16.688456,-6.2221346,2
train,1991-08-11,7.241513,19.282406,7.269976,0,3.726708,-16.511984,-6.108039,2
train,1991-08-18,7.1942234,19.058033,6.9877524,0,3.7473857,-16.67453,-6.1326547,2
train,1991-08-25,7.102847,18.825594,6.765001,0,3.5424707,-16.331537,-5.837762,2
train,1991-09-01,7.012114,18.596123,6.515171,0,3.5759423,-16.25844,-5.7799797,2
train,1991-09-08,6.944544,18.372805,6.2347407,0,3.424201,-16.122482,-5.7045836,2
train,1991-09-15,6.895033,18.18601,5.9597716,0,3.4407036,-16.228153,-5.461232,2
train,1991-09-22,6.8340354,17.98148,5.688337,0,3.3713925,-15.943012,-5.2652793,2
train,1991-09-29,6.753489,17.791718,5.4313426,0,3.118295,-16.008217,-5.399177,2
train,1991-10-06,6.6783648,17.604633,5.163037,0,2.994136,-15.811062,-5.1083727,2
train,1991-10-13,6.58291,17.471941,4.9479165,0,3.1326125,-15.707293,-5.117519,2
train,1991-10-20,6.461371,17.310463,4.711178,0,2.952102,-15.57704,-5.076413,2
train,1991-10-27,6.3456116,17.138962,4.4897423,0,3.0187454,-15.497088,-4.954133,2
train,1991-11-03,6.219127,16.978352,4.2695017,0,2.9447994,-15.515474,-4.8706694,2
train,1991-11-10,6.0964513,16.783033,4.0551715,0,3.0022006,-15.20791,-4.8452396,2
train,1991-11-17,5.9937162,16.56109,3.7932975,0,2.8741183,-15.329492,-4.717829,2
train,1991-11-24,5.8583446,16.381273,3.59022,0,2.824148,-15.059504,-4.5833945,2
train,1991-12-01,5.726205,16.211946,3.3705354,0,2.7238014,-14.980734,-4.5620584,2
train,1991-12-08,5.586937,16.00417,3.1130974,0,2.5050752,-14.665358,-4.420553,2
train,1991-12-15,5.415731,15.794941,2.8320346,0,2.5445719,-14.663191,-4.3016024,2
train,1991-12-22,5.2176085,15.566197,2.575893,0,2.5496836,-14.337254,-4.308631,2
train,1991-12-29,5.0844693,15.267449,2.2882552,0,2.574073,-14.193759,-4.128498,2
train,1992-01-05,4.808275,15.103093,2.048891,0,2.4710672,-14.043311,-3.9662945,2
train,1992-01-12,4.523575,14.959264,1.8987105,0,2.3197792,-14.1905985,-3.8744223,2
train,1992-01-19,4.178792,14.797421,1.6973107,0,2.456245,-14.117547,-3.5742545,2
train,1992-01-26,3.8414912,14.620556,1.4926338,0,2.1990945,-14.2163105,-3.4207263,2
train,1992-02-02,3.4975505,14.489455,1.3527197,0,2.137239,-14.324318,-3.22611,2
train,1992-02-09,3.2023096,14.36194,1.1405052,0,2.2819405,-14.272551,-2.9186969,2
train,1992-02-16,2.9461448,14.222363,1.0227362,0,2.220466,-14.391193,-2.7610464,2
train,1992-02-23,2.7332625,14.107797,0.8587316,0,2.11726,-14.452158,-2.547881,2
train,1992-03-01,2.4809065,14.007824,0.72128487,0,2.2341096,-14.623416,-2.228901,2
train,1992-03-08,2.2682407,13.905513,0.5760621,0,2.1147475,-14.500577,-2.3128414,2
train,1992-03-15,2.1069238,13.829219,0.43819144,0,2.0978622,-14.6596985,-2.04602,2
train,1992-03-22,1.9411553,13.770186,0.30979052,0,2.06477,-14.787764,-1.8126332,2
train,1992-03-29,1.765751,13.719354,0.16876829,0,2.186113,-14.809053,-1.7714579,2
train,1992-04-05,1.6216127,13.643089,-0.0024039894,0,2.0194252,-14.676665,-1.6222216,2
train,1992-04-12,1.4228956,13.57221,-0.14843322,0,2.0729208,-14.804373,-1.331264,2
train,1992-04-19,1.2346104,13.532712,-0.3186887,0,1.9573193,-14.99782,-1.3235493,2
train,1992-04-26,1.0412755,13.486651,-0.5084561,0,1.9539857,-14.933864,-1.173103,2
train,1992-05-03,0.8897724,13.455911,-0.7057996,0,1.781087,-15.223499,-0.9674901,2
train,1992-05-10,0.7392827,13.413049,-0.90516067,0,1.6087857,-15.080638,-0.9187665,2
train,1992-05-17,0.5767894,13.372421,-1.1842952,0,1.7293355,-15.247387,-0.64474905,2
train,1992-05-24,0.446545,13.310826,-1.4548014,0,1.6863687,-15.277038,-0.5549669,2
train,1992-05-31,0.29338875,13.260542,-1.7305274,0,1.6322939,-15.688274,-0.30305794,2
train,1992-06-07,0.1669999,13.223174,-2.0008445,0,1.4682573,-15.362976,-0.256647,2
train,1992-06-14,0.03242423,13.195775,-2.2815022,0,1.3702558,-15.834058,0.030579515,2
train,1992-06-21,-0.059108954,13.211449,-2.5535378,0,1.2915813,-15.912303,0.1561255,2
train,1992-06-28,-0.18712771,13.288884,-2.856028,0,1.2270138,-15.702919,0.4125942,2
train,1992-07-05,-0.27222568,13.269092,-3.0080063,0,1.2221278,-15.884296,0.30336365,2
train,1992-07-12,-0.32476613,13.22144,-3.255344,0,1.0564957,-15.710907,0.46473762,2
train,1992-07-19,-0.39419502,13.2077875,-3.3822312,0,1.1020464,-15.749894,0.56555915,2
train,1992-07-26,-0.45298475,13.1980715,-3.518464,0,1.0127257,-15.712158,0.5634217,2
train,1992-08-02,-0.49785557,13.175908,-3.6784606,0,0.8530824,-15.58773,0.43975928,2
train,1992-08-09,-0.54253274,13.143849,-3.8011513,0,0.9078188,-15.484911,0.6324253,2
train,1992-08-16,-0.643191,13.11181,-3.94384,0,0.8578596,-15.514535,0.5104425,2
train,1992-08-23,-0.7918191,13.0837755,-4.093583,0,0.872152,-15.452012,0.5541061,2
train,1992-08-30,-0.92306554,13.083185,-4.210035,0,0.8429495,-15.302014,0.6271179,2
train,1992-09-06,-1.0875806,13.025434,-4.3702035,0,0.8546958,-15.390943,0.5726577,2
train,1992-09-13,-1.296423,12.914037,-4.5413394,0,0.7791914,-15.274546,0.77694654,2
train,1992-09-20,-1.5295722,12.806327,-4.6850553,0,0.69601417,-15.318299,0.7909143,2
train,1992-09-27,-1.7351769,12.706567,-4.8423867,0,0.64271843,-15.322671,0.82189786,2
train,1992-10-04,-1.9334894,12.634055,-4.981796,0,0.6479802,-15.205278,0.8466518,2
train,1992-10-11,-2.073438,12.574317,-5.086976,0,0.61808467,-15.084828,0.85956275,2
train,1992-10-18,-2.2088914,12.535309,-5.1888294,0,0.57380855,-15.108386,0.9865515,2
train,1992-10-25,-2.3156567,12.477445,-5.253656,0,0.6140038,-14.949084,1.0749298,2
train,1992-11-01,-2.4270446,12.433923,-5.311399,0,0.39682728,-15.113727,0.9938251,2
train,1992-11-08,-2.5211792,12.380683,-5.411468,0,0.28542653,-15.060742,1.1304648,2
train,1992-11-15,-2.5907273,12.2888975,-5.568709,0,0.30029276,-14.895675,1.1600475,2
train,1992-11-22,-2.6615918,12.191979,-5.725126,0,0.13581583,-14.890777,1.3151284,2
train,1992-11-29,-2.717394,12.087791,-5.88602,0,0.15378773,-14.755678,1.4827331,2
train,1992-12-06,-2.7678926,11.974261,-6.081079,0,-0.06932661,-14.561958,1.4779774,2
train,1992-12-13,-2.812508,11.835393,-6.2675705,0,-0.06678537,-14.518438,1.6599226,2
train,1992-12-20,-2.8479543,11.641883,-6.537728,0,-0.12572652,-14.335263,1.8186381,2
train,1992-12-27,-2.8781996,11.446658,-6.7892346,0,-0.25974536,-14.40512,1.9063874,2
train,1993-01-03,-2.8346307,11.26576,-7.086111,0,-0.4254441,-14.0147705,1.9104075,2
train,1993-01-10,-2.7992098,11.107551,-7.355571,0,-0.60137117,-13.959924,1.9961907,2
train,1993-01-17,-2.7203512,10.927536,-7.677389,0,-0.76899874,-13.806303,2.277788,2
train,1993-01-24,-2.6518624,10.729351,-8.044202,0,-0.954865,-13.721849,2.3159697,2
train,1993-01-31,-2.6180897,10.570968,-8.386494,0,-0.9802501,-13.461864,2.4402227,2
train,1993-02-07,-2.5489857,10.353778,-8.74034,0,-1.0848421,-13.474729,2.465637,2
train,1993-02-14,-2.5070999,10.186017,-9.096957,0,-1.3950639,-13.263823,2.5691204,2
train,1993-02-21,-2.444818,10.047347,-9.388638,0,-1.4808992,-13.238662,2.625611,2
train,1993-02-28,-2.3610396,9.870258,-9.704363,0,-1.7470968,-13.096797,2.5643337,2
train,1993-03-07,-2.2490692,9.7047615,-9.982859,0,-1.8899815,-12.8711815,2.670022,2
train,1993-03-14,-2.1529152,9.56158,-10.1989565,0,-1.8368136,-12.888798,2.6539006,2
train,1993-03-21,-2.018826,9.434508,-10.408577,0,-1.9720097,-12.964005,2.6068897,2
train,1993-03-28,-1.8737541,9.286849,-10.616563,0,-2.0628588,-12.605429,2.586535,2
train,1993-04-04,-1.7334758,9.154832,-10.840636,0,-2.1481647,-12.5578375,2.589838,2
train,1993-04-11,-1.5864861,8.994109,-11.075487,0,-2.2381172,-12.480195,2.5528884,2
train,1993-04-18,-1.4973028,8.850896,-11.205021,0,-2.2869394,-12.2935705,2.4610496,2
train,1993-04-25,-1.431187,8.696928,-11.375444,0,-2.1578574,-12.12096,2.435937,2
train,1993-05-02,-1.3851391,8.564519,-11.513777,0,-2.2570083,-12.004644,2.3915188,2
train,1993-05-09,-1.3254405,8.44572,-11.659288,0,-2.3687043,-11.739878,2.3233354,2
train,1993-05-16,-1.3316573,8.393961,-11.61778,0,-2.254008,-11.611564,2.3228703,2
train,1993-05-23,-1.3538232,8.359992,-11.547247,0,-2.287916,-11.608818,2.1355557,2
train,1993-05-30,-1.3680556,8.330868,-11.45173,0,-2.3713968,-11.486405,2.1270418,2
train,1993-06-06,-1.3567321,8.313416,-11.333417,0,-2.243012,-11.258613,2.0945225,2
train,1993-06-13,-1.3381562,8.320141,-11.201937,0,-2.3272028,-11.307042,2.071327,2
train,1993-06-20,-1.3327452,8.338824,-11.007627,0,-2.2547398,-11.20234,1.9718477,2
train,1993-06-27,-1.3367842,8.354895,-10.810499,0,-2.1023805,-11.068941,1.9714977,2
train,1993-07-04,-1.3998411,8.391846,-10.609214,0,-2.0379512,-11.071452,1.9319388,2
train,1993-07-11,-1.4272708,8.3954,-10.430244,0,-1.9604566,-10.958432,1.9329146,2
train,1993-07-18,-1.4502174,8.392829,-10.271268,0,-1.9424027,-10.876196,1.9064937,2
train,1993-07-25,-1.4651423,8.411275,-10.064923,0,-1.7291573,-10.726037,1.8528315,2
train,1993-08-01,-1.4792058,8.42249,-9.85231,0,-1.6478299,-10.925056,1.7888315,2
train,1993-08-08,-1.4937515,8.473983,-9.675589,0,-1.6203889,-10.639583,1.6851369,2
train,1993-08-15,-1.4998379,8.513783,-9.469654,0,-1.4821333,-10.669899,1.7401474,2
train,1993-08-22,-1.4861162,8.478633,-9.325901,0,-1.4818051,-10.578666,1.6319715,2
train,1993-08-29,-1.493154,8.469539,-9.162938,0,-1.3426486,-10.600127,1.5488698,2
train,1993-09-05,-1.4983892,8.453428,-9.053798,0,-1.3030131,-10.323079,1.5326302,2
train,1993-09-12,-1.4781647,8.429887,-8.953009,0,-1.3737235,-10.237711,1.4605738,2
train,1993-09-19,-1.4487362,8.378331,-8.921842,0,-1.2698623,-10.159224,1.443193,2
train,1993-09-26,-1.4406152,8.325948,-8.878836,0,-1.3042206,-10.134415,1.47291,2
train,1993-10-03,-1.4013257,8.237886,-8.82703,0,-1.1839949,-10.197199,1.3499054,2
train,1993-10-10,-1.3572176,8.153836,-8.794025,0,-1.3562138,-10.016071,1.3583041,2
train,1993-10-17,-1.3020816,8.048178,-8.787746,0,-1.2320489,-10.059105,1.3952872,2
train,1993-10-24,-1.2142155,7.919334,-8.741326,0,-1.3079411,-9.900914,1.2503917,2
train,1993-10-31,-1.1190372,7.796906,-8.709393,0,-1.3617826,-9.820996,1.32941,2
train,1993-11-07,-1.0553169,7.71441,-8.621662,0,-1.2254382,-9.834225,1.3191822,2
train,1993-11-14,-0.97887135,7.626412,-8.554356,0,-1.3611867,-9.810138,1.3599617,2
train,1993-11-21,-0.8597727,7.518083,-8.562803,0,-1.4380242,-9.698322,1.4079288,2
train,1993-11-28,-0.75574267,7.4080114,-8.594231,0,-1.4972985,-9.718076,1.4435735,2
train,1993-12-05,-0.68356204,7.299225,-8.638653,0,-1.6646072,-9.468854,1.4323448,2
train,1993-12-12,-0.58873546,7.1792135,-8.713804,0,-1.596027,-9.5074415,1.4253594,2
train,1993-12-19,-0.51644784,7.0732794,-8.746971,0,-1.7493339,-9.417598,1.4594623,2
train,1993-12-26,-0.43452218,6.9818964,-8.785536,0,-1.7655091,-9.391224,1.3584856,2
train,1994-01-02,-0.3324981,6.8746653,-8.932583,0,-1.8077747,-9.392961,1.4676291,2
train,1994-01-09,-0.26390654,6.781124,-9.058647,0,-1.9471058,-9.393541,1.4761138,2
train,1994-01-16,-0.21033685,6.687243,-9.161245,0,-1.9354756,-9.408152,1.5363597,2
train,1994-01-23,-0.16600391,6.5719175,-9.277811,0,-1.8889308,-9.284037,1.5852398,2
train,1994-01-30,-0.11050388,6.4541807,-9.382086,0,-1.9538547,-9.185061,1.5680914,2
train,1994-02-06,-0.051187184,6.3584023,-9.462923,0,-2.0438604,-9.173463,1.5302958,2
train,1994-02-13,0.05720928,6.274889,-9.555361,0,-2.1860654,-9.305756,1.5462335,2
train,1994-02-20,0.18563257,6.1927834,-9.676701,0,-2.2556436,-9.272386,1.48093,2
train,1994-02-27,0.318308,6.1383133,-9.773121,0,-2.3156376,-9.360623,1.5801514,2
train,1994-03-06,0.45617473,6.1073017,-9.824814,0,-2.5593207,-9.387021,1.3969444,2
train,1994-03-13,0.60426295,6.085965,-9.930915,0,-2.6151059,-9.292542,1.4076474,2
train,1994-03-20,0.77335083,6.058877,-10.046074,0,-2.6876986,-9.489302,1.4285905,2
train,1994-03-27,0.9382818,6.0584526,-10.139332,0,-2.952088,-9.624004,1.4002464,2
train,1994-04-03,1.0938672,6.0935144,-10.201972,0,-3.072403,-9.62839,1.3300284,2
train,1994-04-10,1.2503823,6.1586323,-10.25166,0,-3.132172,-9.715547,1.3219262,2
